date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
2026-04-02, 14:08:14	0 Hz	0 W	5E0 mbar	4,3E0 mbar
2026-04-02, 14:08:16	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:18	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:20	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:22	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:24	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:26	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:28	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:30	0 Hz	0 W	4,9E0 mbar	4,2E0 mbar
2026-04-02, 14:08:32	0 Hz	0 W	4,9E0 mbar	4,2E0 mbar
2026-04-02, 14:08:34	0 Hz	0 W	4,9E0 mbar	4,2E0 mbar
2026-04-02, 14:08:36	0 Hz	0 W	4,9E0 mbar	4,2E0 mbar
2026-04-02, 14:08:38	0 Hz	0 W	4,9E0 mbar	4,2E0 mbar
2026-04-02, 14:08:40	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:42	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:44	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:46	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:48	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:50	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:52	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:54	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2026-04-02, 14:08:56	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2026-04-02, 14:08:58	0 Hz	0 W	5E0 mbar	4,3E0 mbar
2026-04-02, 14:09:00	0 Hz	0 W	5,4E0 mbar	4,3E0 mbar
2026-04-02, 14:09:02	0 Hz	0 W	9,2E0 mbar	8,1E0 mbar
2026-04-02, 14:09:04	0 Hz	0 W	5,8E1 mbar	9,9E1 mbar
2026-04-02, 14:09:06	0 Hz	0 W	1E3 mbar	7E2 mbar
2026-04-02, 14:09:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:09:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2026-04-02, 14:10:28	0 Hz	0 W	1E3 mbar	6,8E2 mbar
2026-04-02, 14:10:30	0 Hz	0 W	1E3 mbar	5,3E2 mbar
2026-04-02, 14:10:32	0 Hz	0 W	1E3 mbar	3,9E2 mbar
2026-04-02, 14:10:34	0 Hz	0 W	1E3 mbar	3E2 mbar
2026-04-02, 14:10:36	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2026-04-02, 14:10:38	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2026-04-02, 14:10:40	0 Hz	0 W	6,8E2 mbar	1,4E2 mbar
2026-04-02, 14:10:42	0 Hz	0 W	3,9E2 mbar	1,1E2 mbar
2026-04-02, 14:10:44	0 Hz	0 W	2,5E2 mbar	9,2E1 mbar
2026-04-02, 14:10:46	0 Hz	0 W	1,7E2 mbar	7,4E1 mbar
2026-04-02, 14:10:48	0 Hz	0 W	1,2E2 mbar	6,6E1 mbar
2026-04-02, 14:10:50	0 Hz	0 W	9,2E1 mbar	5,8E1 mbar
2026-04-02, 14:10:52	0 Hz	0 W	7,9E1 mbar	4,9E1 mbar
2026-04-02, 14:10:54	0 Hz	0 W	6,5E1 mbar	4,2E1 mbar
2026-04-02, 14:10:56	0 Hz	0 W	5,6E1 mbar	3,7E1 mbar
2026-04-02, 14:10:58	0 Hz	0 W	4,6E1 mbar	3,4E1 mbar
2026-04-02, 14:11:00	0 Hz	0 W	3,8E1 mbar	3E1 mbar
2026-04-02, 14:11:02	0 Hz	0 W	3,5E1 mbar	2,7E1 mbar
2026-04-02, 14:11:04	0 Hz	0 W	3,1E1 mbar	2,2E1 mbar
2026-04-02, 14:11:06	0 Hz	0 W	2,8E1 mbar	1,9E1 mbar
2026-04-02, 14:11:08	0 Hz	0 W	2,4E1 mbar	1,8E1 mbar
2026-04-02, 14:11:10	0 Hz	0 W	2E1 mbar	1,7E1 mbar
2026-04-02, 14:11:12	0 Hz	0 W	1,8E1 mbar	1,5E1 mbar
2026-04-02, 14:11:14	0 Hz	0 W	1,7E1 mbar	1,4E1 mbar
2026-04-02, 14:11:16	0 Hz	0 W	1,5E1 mbar	1,2E1 mbar
2026-04-02, 14:11:18	0 Hz	0 W	1,5E1 mbar	1,1E1 mbar
2026-04-02, 14:11:20	0 Hz	0 W	1,3E1 mbar	1E1 mbar
2026-04-02, 14:11:22	0 Hz	0 W	1,2E1 mbar	9,5E0 mbar
2026-04-02, 14:11:24	0 Hz	0 W	1E1 mbar	9,1E0 mbar
2026-04-02, 14:11:26	0 Hz	0 W	9,9E0 mbar	8,6E0 mbar
2026-04-02, 14:11:28	0 Hz	0 W	9,4E0 mbar	8,1E0 mbar
2026-04-02, 14:11:30	0 Hz	0 W	9E0 mbar	7,7E0 mbar
2026-04-02, 14:11:32	0 Hz	0 W	8,6E0 mbar	7,3E0 mbar
2026-04-02, 14:11:34	0 Hz	0 W	8,2E0 mbar	6,9E0 mbar
2026-04-02, 14:11:36	0 Hz	0 W	7,8E0 mbar	6,8E0 mbar
2026-04-02, 14:11:38	0 Hz	0 W	7,4E0 mbar	6,6E0 mbar
2026-04-02, 14:11:40	0 Hz	0 W	7,2E0 mbar	6,4E0 mbar
2026-04-02, 14:11:42	0 Hz	0 W	6,9E0 mbar	6,3E0 mbar
2026-04-02, 14:11:44	0 Hz	0 W	6,7E0 mbar	6,1E0 mbar
2026-04-02, 14:11:46	0 Hz	0 W	6,6E0 mbar	6E0 mbar
2026-04-02, 14:11:48	0 Hz	0 W	6,5E0 mbar	5,9E0 mbar
2026-04-02, 14:11:50	0 Hz	0 W	6,4E0 mbar	5,8E0 mbar
2026-04-02, 14:11:52	0 Hz	0 W	6,3E0 mbar	5,6E0 mbar
2026-04-02, 14:11:54	0 Hz	0 W	6,2E0 mbar	5,6E0 mbar
2026-04-02, 14:11:56	0 Hz	0 W	6,1E0 mbar	5,5E0 mbar
2026-04-02, 14:11:58	0 Hz	0 W	6E0 mbar	5,4E0 mbar
2026-04-02, 14:12:00	0 Hz	0 W	5,9E0 mbar	5,3E0 mbar
2026-04-02, 14:12:02	0 Hz	0 W	5,8E0 mbar	5,2E0 mbar
2026-04-02, 14:12:04	0 Hz	0 W	5,8E0 mbar	5,1E0 mbar
2026-04-02, 14:12:06	0 Hz	0 W	5,7E0 mbar	5,1E0 mbar
2026-04-02, 14:12:08	0 Hz	0 W	5,6E0 mbar	5E0 mbar
2026-04-02, 14:12:10	0 Hz	0 W	5,6E0 mbar	4,9E0 mbar
2026-04-02, 14:12:12	0 Hz	0 W	5,5E0 mbar	4,9E0 mbar
2026-04-02, 14:12:14	0 Hz	0 W	5,5E0 mbar	4,8E0 mbar
2026-04-02, 14:12:16	0 Hz	0 W	5,4E0 mbar	4,8E0 mbar
2026-04-02, 14:12:18	0 Hz	0 W	5,4E0 mbar	4,7E0 mbar
2026-04-02, 14:12:20	0 Hz	0 W	5,3E0 mbar	4,7E0 mbar
2026-04-02, 14:12:22	0 Hz	0 W	5,3E0 mbar	4,6E0 mbar
2026-04-02, 14:12:24	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
2026-04-02, 14:12:26	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
