Time,Value,Value_2ND, ,DateTime : ( 25 / 07 / 30 -- 02 : 19 : 51 )
"21 : 53 : 25",22.21759410000000, 
"21 : 53 : 26",22.20805350000000, 
"21 : 53 : 27",22.20766250000000, 
"21 : 53 : 28",22.22720520000000, 
"21 : 53 : 29",22.23127550000000, 
"21 : 53 : 30",22.22016900000000, 
"21 : 53 : 31",22.21471210000000, 
"21 : 53 : 32",22.19422530000000, 
"21 : 53 : 33",22.18871490000000, 
"21 : 53 : 34",22.18993560000000, 
"21 : 53 : 35",22.18709180000000, 
"21 : 53 : 36",22.18664930000000, 
"21 : 53 : 37",22.16411970000000, 
"21 : 53 : 38",22.16703790000000, 
"21 : 53 : 39",22.17285720000000, 
"21 : 53 : 40",22.17979040000000, 
"21 : 53 : 41",22.18702690000000, 
"21 : 53 : 42",22.16398810000000, 
"21 : 53 : 43",22.15113440000000, 
"21 : 53 : 44",22.12676620000000, 
"21 : 53 : 45",22.09658810000000, 
"21 : 53 : 46",22.11008450000000, 
"21 : 53 : 47",22.09916110000000, 
"21 : 53 : 48",22.05733680000000, 
"21 : 53 : 49",22.02404590000000, 
"21 : 53 : 50",22.01035110000000, 
"21 : 53 : 51",21.99957650000000, 
"21 : 53 : 52",21.99513430000000, 
"21 : 53 : 53",22.03085510000000, 
"21 : 53 : 54",22.07391730000000, 
"21 : 53 : 55",22.08066550000000, 
"21 : 53 : 56",22.07307620000000, 
"21 : 53 : 57",22.08564560000000, 
"21 : 53 : 58",22.08234020000000, 
"21 : 53 : 59",22.08349600000000, 
"21 : 54 : 00",22.06562230000000, 
"21 : 54 : 01",22.07068060000000, 
"21 : 54 : 02",22.07360640000000, 
"21 : 54 : 03",22.08333960000000, 
"21 : 54 : 04",22.08319090000000, 
"21 : 54 : 05",22.08470720000000, 
"21 : 54 : 06",22.08784670000000, 
"21 : 54 : 07",22.10886190000000, 
"21 : 54 : 08",22.11978140000000, 
"21 : 54 : 09",22.11787410000000, 
"21 : 54 : 10",22.14109030000000, 
"21 : 54 : 11",22.16836350000000, 
"21 : 54 : 12",22.17530440000000, 
"21 : 54 : 13",22.17670820000000, 
"21 : 54 : 14",22.16908260000000, 
"21 : 54 : 15",22.17030520000000, 
"21 : 54 : 16",22.15881530000000, 
"21 : 54 : 17",22.15382380000000, 
"21 : 54 : 18",22.15350530000000, 
"21 : 54 : 19",22.15071670000000, 
"21 : 54 : 20",22.13292880000000, 
"21 : 54 : 21",22.11730000000000, 
"21 : 54 : 22",22.10636320000000, 
"21 : 54 : 23",22.11818310000000, 
"21 : 54 : 24",22.10826110000000, 
"21 : 54 : 25",22.11969180000000, 
"21 : 54 : 26",22.11699670000000, 
"21 : 54 : 27",22.11074250000000, 
"21 : 54 : 28",22.10446730000000, 
"21 : 54 : 29",22.09966080000000, 
"21 : 54 : 30",22.10510440000000, 
"21 : 54 : 31",22.09321210000000, 
"21 : 54 : 32",22.11242860000000, 
"21 : 54 : 33",22.15495300000000, 
"21 : 54 : 34",22.15688890000000, 
"21 : 54 : 35",22.16203680000000, 
"21 : 54 : 36",22.18050000000000, 
"21 : 54 : 37",22.18754380000000, 
"21 : 54 : 38",22.21100040000000, 
"21 : 54 : 39",22.23654930000000, 
"21 : 54 : 40",22.22127150000000, 
"21 : 54 : 41",22.19568060000000, 
"21 : 54 : 42",22.18701740000000, 
"21 : 54 : 43",22.17615120000000, 
"21 : 54 : 44",22.15217390000000, 
"21 : 54 : 45",22.11809920000000, 
"21 : 54 : 46",22.10325050000000, 
"21 : 54 : 47",22.14148330000000, 
"21 : 54 : 48",22.18554300000000, 
"21 : 54 : 49",22.21532440000000, 
"21 : 54 : 50",22.23505780000000, 
"21 : 54 : 51",22.20800010000000, 
"21 : 54 : 52",22.21427150000000, 
"21 : 54 : 53",22.18045230000000, 
"21 : 54 : 54",22.15740770000000, 
"21 : 54 : 55",22.14378730000000, 
"21 : 54 : 56",22.13517370000000, 
"21 : 54 : 57",22.12948790000000, 
"21 : 54 : 58",22.11633300000000, 
"21 : 54 : 59",22.10665320000000, 
"21 : 55 : 00",22.10862730000000, 
"21 : 55 : 01",22.09851070000000, 
"21 : 55 : 02",22.06678000000000, 
"21 : 55 : 03",22.07701110000000, 
"21 : 55 : 04",22.09644880000000, 
"21 : 55 : 05",22.14820670000000, 
"21 : 55 : 06",22.17271800000000, 
"21 : 55 : 07",22.17917630000000, 
"21 : 55 : 08",22.18101500000000, 
"21 : 55 : 09",22.20496360000000, 
"21 : 55 : 10",22.21815870000000, 
"21 : 55 : 11",22.22392650000000, 
"21 : 55 : 12",22.22700110000000, 
"21 : 55 : 13",22.24411580000000, 
"21 : 55 : 14",22.25160780000000, 
"21 : 55 : 15",22.25893590000000, 
"21 : 55 : 16",22.27241890000000, 
"21 : 55 : 17",22.28149600000000, 
"21 : 55 : 18",22.27031700000000, 
"21 : 55 : 19",22.27193260000000, 
"21 : 55 : 20",22.26338570000000, 
"21 : 55 : 21",22.25406450000000, 
"21 : 55 : 22",22.25587270000000, 
"21 : 55 : 23",22.26477240000000, 
"21 : 55 : 24",22.26584810000000, 
"21 : 55 : 25",22.30904380000000, 
"21 : 55 : 26",22.31122390000000, 
"21 : 55 : 27",22.30006400000000, 
"21 : 55 : 28",22.31435770000000, 
"21 : 55 : 29",22.32607840000000, 
"21 : 55 : 30",22.31944460000000, 
"21 : 55 : 31",22.32291220000000, 
"21 : 55 : 32",22.33492660000000, 
"21 : 55 : 33",22.32530020000000, 
"21 : 55 : 34",22.31509970000000, 
"21 : 55 : 35",22.31523130000000, 
"21 : 55 : 37",22.30661390000000, 
"21 : 55 : 37",22.29524990000000, 
"21 : 55 : 38",22.26251980000000, 
"21 : 55 : 39",22.22710410000000, 
"21 : 55 : 40",22.23951530000000, 
"21 : 55 : 41",22.23296540000000, 
"21 : 55 : 42",22.20675840000000, 
"21 : 55 : 43",22.15444560000000, 
"21 : 55 : 45",22.12262530000000, 
"21 : 55 : 45",22.10754960000000, 
"21 : 55 : 47",22.06059260000000, 
"21 : 55 : 48",22.05244630000000, 
"21 : 55 : 48",22.10521500000000, 
"21 : 55 : 49",22.14695350000000, 
"21 : 55 : 50",22.16473960000000, 
"21 : 55 : 51",22.17280960000000, 
"21 : 55 : 52",22.19337650000000, 
"21 : 55 : 53",22.18250460000000, 
"21 : 55 : 54",22.17804710000000, 
"21 : 55 : 55",22.20960990000000, 
"21 : 55 : 56",22.22074120000000, 
"21 : 55 : 57",22.23772230000000, 
"21 : 55 : 58",22.22102730000000, 
"21 : 55 : 59",22.21552460000000, 
"21 : 56 : 00",22.19705390000000, 
"21 : 56 : 01",22.19114870000000, 
"21 : 56 : 02",22.12803260000000, 
"21 : 56 : 03",22.12101930000000, 
"21 : 56 : 04",22.11892890000000, 
"21 : 56 : 05",22.14046850000000, 
"21 : 56 : 06",22.10033600000000, 
"21 : 56 : 07",22.08890910000000, 
"21 : 56 : 08",22.10812180000000, 
"21 : 56 : 09",22.09715270000000, 
"21 : 56 : 10",22.09932130000000, 
"21 : 56 : 11",22.08798980000000, 
"21 : 56 : 13",22.06691160000000, 
"21 : 56 : 13",22.05801200000000, 
"21 : 56 : 14",22.03817930000000, 
"21 : 56 : 16",22.07088080000000, 
"21 : 56 : 16",22.07404320000000, 
"21 : 56 : 17",22.10343360000000, 
"21 : 56 : 19",22.13475220000000, 
"21 : 56 : 19",22.15069580000000, 
"21 : 56 : 20",22.18947980000000, 
"21 : 56 : 22",22.16645810000000, 
"21 : 56 : 23",22.16668120000000, 
"21 : 56 : 24",22.15193740000000, 
"21 : 56 : 25",22.14372440000000, 
"21 : 56 : 26",22.14400860000000, 
"21 : 56 : 27",22.14668840000000, 
"21 : 56 : 28",22.15236660000000, 
"21 : 56 : 29",22.17059130000000, 
"21 : 56 : 30",22.17672530000000, 
"21 : 56 : 31",22.16992370000000, 
"21 : 56 : 32",22.15915480000000, 
"21 : 56 : 33",22.16012570000000, 
"21 : 56 : 34",22.16907110000000, 
"21 : 56 : 35",22.16965480000000, 
"21 : 56 : 36",22.17005340000000, 
"21 : 56 : 37",22.19779390000000, 
"21 : 56 : 38",22.20937910000000, 
"21 : 56 : 39",22.17321770000000, 
"21 : 56 : 40",22.15777200000000, 
"21 : 56 : 41",22.14272490000000, 
"21 : 56 : 42",22.16188620000000, 
"21 : 56 : 43",22.17369650000000, 
"21 : 56 : 44",22.20934100000000, 
"21 : 56 : 45",22.22295370000000, 
"21 : 56 : 46",22.18745040000000, 
"21 : 56 : 47",22.15587990000000, 
"21 : 56 : 48",22.17220870000000, 
"21 : 56 : 49",22.16855040000000, 
"21 : 56 : 50",22.16424940000000, 
"21 : 56 : 51",22.13768190000000, 
"21 : 56 : 52",22.14960090000000, 
"21 : 56 : 53",22.17155070000000, 
"21 : 56 : 54",22.13958160000000, 
"21 : 56 : 55",22.08535380000000, 
"21 : 56 : 56",22.02836790000000, 
"21 : 56 : 57",22.01340290000000, 
"21 : 56 : 58",22.00054930000000, 
"21 : 56 : 59",21.96854400000000, 
"21 : 57 : 00",21.96081920000000, 
"21 : 57 : 01",22.00725550000000, 
"21 : 57 : 02",22.04548260000000, 
"21 : 57 : 03",22.08870500000000, 
"21 : 57 : 04",22.10613630000000, 
"21 : 57 : 05",22.12673560000000, 
"21 : 57 : 06",22.11272430000000, 
"21 : 57 : 07",22.12366860000000, 
"21 : 57 : 08",22.15106580000000, 
"21 : 57 : 09",22.15742870000000, 
"21 : 57 : 10",22.15903280000000, 
"21 : 57 : 11",22.14816470000000, 
"21 : 57 : 12",22.14911650000000, 
"21 : 57 : 13",22.16613380000000, 
"21 : 57 : 14",22.15648840000000, 
"21 : 57 : 15",22.16022870000000, 
"21 : 57 : 16",22.14604180000000, 
"21 : 57 : 17",22.15775290000000, 
